Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1682-TO-018B;1682 Tortorice Flood;;;;Nuova relatione dell’inondatione successa nell’afflitta città di Tortorice, sabbato ad hore 23 a 6 del presente mese di giugno 1682;Piro, Giacomo;Per Giacomo Piro;Palermo;;;1682;Italian;Prose;Null;Berlin, Staatsbibliothek Mz 18146/10;https://digital.staatsbibliothek-berlin.de/werkansicht/?PPN=PPN1679495410;;;;
P-1682-VE-018C;1682 Vesuvius Eruption;;;;Relazione dell'incendio del Vesuvio seguito l'anno 1682, dalli 14 di agosto sino alli 26 del medemo;Ercole, Michele;Per Michel'Ercole;Rome;;;1682;Italian;Prose;Null;London, British Library 1193.m.1.(86.);;I-1682-VE-02E4 / 1682 Vesuvius Eruption / Landscape with a Small Temple (This document includes);;;foto Milena
P-1682-VE-05A9;1682 Vesuvius Eruption;;;;Relazione delll'incendio del Vesuvio seguito l'anno 1682 dalli 14 di agosto fino alli 26 del medemo;Sarti, Francesco Maria;Per Francesco, Maria Sarti, sotto le scuole, alla Rosa;Bologna;;Rome;1682;Italian;Prose;;Bologna, Biblioteca Universitaria TAB I F II 424, 1-32, cc. 148r-149v;;I-1682-VE-061D / 1682 Vesuvius Eruption / A burning building (This document includes);;;foto Matteo
P-1682-VE-066C;1682 Vesuvius Eruption;Sorrentino, Ignazio;;Galiani, Celestino;Istoria del monte Vesuvio divisata in due libri da d. Ignazio Sorrentino sacerdote secolare della Torre del Greco;Severini, Giuseppe;;Naples;The book is dedicated to Celestino Galiani, promoter of Newtonian and Lockian ideas in southern Italy. In the first chapters, the author analyses the minerals erupted by the volcano in 1631, illustrates the theory of Vesuvio' submarine origin and the different composition of the gases ejected. The second part opens with a description of the 1660 eruption, then moves on to the numerous eruptions occurred between 1682 and 1733, which Sorrentino observed in person, reporting personal notes and experiences. The 1682 eruption is described at pages 117-122;;1734;Italian;Prose;;Rome, Bibliotheca Hertziana Be 4015-3340 raro IV;https://dlib.biblhertz.it/m2/?manifest=https://dlib.biblhertz.it/iiif/be40153340/manifest2.json;;;INTERPRETAZIONE→Osservazioni empiriche;
P-1682-VE-082E;1682 Vesuvius Eruption;Messina, Nicolò Maria;;;Relatione dell'incendio del Vesuuio seguito nel 1682 dalli 14 di agosto fino alli 26 dell'istesso;Benzi, Francesco;;Naples;;;1682;Italian;Prose;Null;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.E. 018;;;;;Documento non recuperato. Informazioni parziali ricavate dai cataloghi / delle biblioteche e degli archivi (Rosa Anna)
P-1684-SE-018D;1684 Seville Flood;;;;Relación verdadera y copia de una carta suya escrita por un cavallero de Sevilla a un amigo suyo en esta corte, en que le da quenta de la inundación que ha padecido esta ciudad este invierno, por discurso de tres meses, los conventos, e iglesias que se han anegado, y caído, casas, y gente que ha parecido, y la forma con que han sido socorridos con barcos, que andavan por las calles, a los que no podían salir de las casas, y de la procesión que su ilustre Cabildo hizo a la santa iglesia mayor para pedir a Dios cessasse su enojo, con otras particularidades sucedidas este año de 1684;;;Madrid;;;1684;Spanish;Prose;Null;Madrid, Hemeroteca Municipal A- 1631;;I-1684-SE-02E7 / 1684 Seville Flood / Two Angels hold up a Cross (This document includes);;;foto Milena - Foto Schiano esemplare BNE VE/100/15
P-1684-SE-018E;1684 Seville Flood;;;;Romance en que se refieren los infinitos daños, que han causado los diluvios tempestuosos, en Andaluzía desde primero a dézimo día deste presente mes de enero de 1684, los quales han sido tan justamente imbiados de N. Señor, por los muchos pecados;Ochoa, Francisco de;Por Francisco de Ochoa;Granada;;;1684;Spanish;Verse;Null;Madrid, Biblioteca Nacional de España VE/77/48;;;;;Foto Schiano
P-1684-SE-0612;1684 Seville Flood;Burgos, Nicolás de;"Dedican reverentes esta oración fúnebre que el R.P.M. Nicolás de Burgos de la Compañía de Jesús, rector del Colegio de San Hermenegildo de Sevilla, dixo en las honras del doctor don Pedro Francisco Levanto y Vibaldo, arcediano de reyna, dignidad y canónigo de esta santa y metropolitana y patriarchal Iglesia de Sevilla y capellán de honor de Su Magestad sus sobrinos, don Pedro Francisco, arcediano de Reyna, dignidad y canónigo; y don Francisco Lelio Levanto y Vibaldo, prebendados de dicha santa iglesia.";;A la venerable y piadosa memoria del Ilmo. y Rvmo. Sr. D. Ambrosio Ignacio Spínola y Guzmán, que dignamente gobernó Prelado las santas iglesias de Oviedo, Valencia, Santiago y consumó el feliz curso de su exemplar vida Arzobispo de Sevilla, grande en la sangre, mayor en las virtudes y máximo en el zelo pastoral, en la caridad y misericordia con los pobres. Oración fúnebre;Blas, Juan Francisco de;Impresso en Sevilla por Juan Francisco de Blas, impressor mayor de dicha ciudad;Seville;;;1693;Spanish;Prose;;Granada, Universidad de Granada, Biblioteca del Hospital Real A-031-230 (9);https://digibug.ugr.es/handle/10481/12705;;;MEMORIA / PASSATO E PRESENTE→Cronologia con altri eventi;
P-1687-LI-0193;1687 Lima Earthquake;Uberte Balaguer, Anastasio Marcelino;Al Reverendissimo Padre D. Agustín Milacho, y Aulisio, Monge de S. Benito en su Real Monasterio del Invicto Aragones S. Lorenzo, de la Ciudad de Aversa;Milacho y Aulisio, Agustín;"Los estragos del temblor y subterranea conspiración. Las señales y que reynos son mas molestados de estos horrores. El resguardo, y remedio en lo humano, y en lo divino, lo compasivo en tales frangentes, de SS. pontífices, prelados, y príncipes en diversas edades con relación de algunas grandezas de esta ciudad; y reyno de Nápoles. Todo esto, en respuesta a una carta de un amigo del autor, compuesta en Nápoles por D. Anastasio marcelino Uberte Balaguer";"Mosca, Felice; Layno, Nicola (Heirs of)";Impressa por Felice Mosca, y herederos de Layn;Naples;;Lima;1697;Spanish;Prose;Null;Barcelona, Biblioteca de Catalunya 550.34(450.72);https://books.google.it/books/about/los_estragos_del_temblor_y_subterr%C3%A1nea.html?id=5NPQ5iXytpYC&redir_esc=y;;;;Titolo abbreviato da me. Conteggio di pagine fatto da me manualmente.CREO UN ALTRO RECORD PER QUESTO DOCUMENTO PER IL TERREMOTO DEL SANNIO 1688
P-1687-LI-0194;1687 Lima Earthquake;Romero, Francisco;;Charles II;Llanto sagrado de la América Meridional, que busca alivio en los reales ojos de nuestro cathólico y siempre gran monarcha Señor D. Carlos segundo, rey de las Españas y emperador de las Indias;Pandolfo Malatesta, Marc'Antonio;En el Real y Ducal palacio, por Marcos Antonio Pandulfo malatesta, Impressor Regio y Camaral;Milan;;;1693;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España R/6493;https://books.google.co.uk/books?id=ptdmAAAAcAAJ&hl=it&pg=PP5#v=onepage&q&f=false;;"Although the author does not explicitly refer to the 1687 earthquake, he assures at the end of the treatise&nbsp;he assures&nbsp;that all the calamities that America has suffered and is suffering are due to God's punishment for the royal ministers' attacks on the Church. He directly blames the Duke of Palata&nbsp;for his&nbsp;policies.";INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1687-LI-0195;1687 Lima Earthquake;Buendia, Joseph de;;;Relación del exemplar castigo que embió Dios a la ciudad de Lima cabeça del Perú, y a su costa de barlovento con los espantosos temblores del día 20 de octubre del año de 1687;Rodríguez Lupercio, Francisco (Widow of);Por la viuda de Francisco Rodríguez Lupercio;Lima;;;1688;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España VE/1461/1;http://bdh-rd.bne.es/viewer.vm?id=0000085261&page=1;"M-1687-LI-043B / 1687 Lima Earthquake / Relación del terremoto de Lima, ocurrido el 20 de octubre de 1687: a handwritten copy of the Relación del exemplar castigo, printed in Lima and Mexico City, that the Sender received from Cartagena de Indias thanks to the mediation of some English merchants who had returned to London from Jamaica (This document is mentioned in); P-1687-LI-0729 / 1687 Lima Earthquake / Relaçam do exemplar castigo, que enviou Deos a Cidade de Lima, cabeça do Reyno do Perú, &amp; á sua costa de Barlovento, como os espantosos tremores da terra, do dia 20. de Outubro do anno de 1687 (This document is translated in)";;;
P-1687-LI-0196;1687 Lima Earthquake;Carrasco de Saavedra, Bernardo;;;Sínodo diocessana que celebró el illustríssimo, y reverendíssimo señor doct. M. don fray Bernardo Carrasco de Saavedra, obispo de Santiago de Chile;;;Lima;;;1691;Spanish;Prose;Null;Madrid, Biblioteca Nacional de España R/13831;http://bdh-rd.bne.es/viewer.vm?id=0000124831&page=1;;"Contiene: le disposizioni del sinodo convocato nel gennaio 1688 dal vescovo del Cile Bernardo Carrasco per la riforma dei costumi del clero e della popolazione; una lettera pastorale per esortare al pagamento delle decime (1688); le norme da seguire per il clero secolare e regolare stipulate dal capitolo della cattedrale (1689); una lettera sulla tassa parrocchiale da pagare ai sacerdoti del vescovado del Cile; una lettera pastorale del 1688 per chiedere rogative per il terremoto di Lima del 1687 (ff. 75v-77v); una lettera pastorale per il chiedere rogative per il terremoto di Santiago del 1690 (ff. 78r-79v)";;
P-1687-LI-0728;1687 Lima Earthquake;;;;Novena a la Virgen de las Lágrimas, nombrada Nuestra Señora del Aviso. Imagen milagrosa, que sudó y lloró treinta y tres veces en la cuidad sic de Lima, el año del temblor grande, que la arruinó en 20 de octubre de 1687, venerada en el altar del Santo Christo de la Contrición, en la iglesia de S. Pedro y S. Pablo de la Real Congregación del oratorio de San Felipe Neri;;Imprenta de los Niños Huérfanos;Lima;;;1778;Spanish;Prose;;Lima, Biblioteca Nacional de Perú Fondo Antiguo, X249M / N6;;;;;
P-1687-LI-0729;1687 Lima Earthquake;Buendia, Joseph de;;;"Relaçam do exemplar castigo, que enviou Deos a Cidade de Lima, cabeça do Reyno do Perú, &amp; á sua costa de Barlovento, como os espantosos tremores da terra, do dia 20. de Outubro do anno de 1687";Manescal, Miguel;Officina de Miguel Manescal;Lisbon;;;1688;Portuguese;Prose;;Lima, Biblioteca Nacional de Perú Fondo Antiguo, X551.22 / R3;;P-1687-LI-0195 / 1687 Lima Earthquake / Relación del exemplar castigo que embió Dios a la ciudad de Lima cabeça del Perú, y a su costa de barlovento con los espantosos temblores del día 20 de octubre del año de 1687 (This document is a translation of);;;
P-1687-LI-072A;1687 Lima Earthquake;Rojas, Pedro de;;;Exortación panegírica y moral en las rogativas que hizo la Real Audiencia y ciudad de Quito por los terremotos, que ha padecido la ciudad de los Reyes Lima. Predícola en 6 de diziembre de 1687 el sexto día del novenario en la cathedral de Quito;Contreras, José de;Ioseph de Contreras;Lima;;;1689;Spanish;Prose;;Lima, Biblioteca Nacional de Perú Fondo Antiguo, X252.9 / R7;;;;;
P-1687-LI-0906;1687 Lima Earthquake;;;;"La Déplorable Désolation Générale Arrivée au Royaume de Naples, le 5 &amp; 6 Juin 1688 veille &amp; jour de Pentecôte, à onze heures du matin ; qui a abimé plusieurs Villes, Bourgs, Villages &amp; Chateaux. Avec le tremblement de terre arrivé au Pérou. Traduit d’Italien en François";Gianelli, Antonio;chez Antoine Gianelly, imprimeur de son Altesse Royalle de Turin;Turin;"This News-sheet gathers two separate news items, both from Italy and translated from Italian, concerning the Sannio and Lima earthquakes respectively. The first one (pp. 1-10) is titled La Déplorable Désolation Générale Arrivée au Royaume de Naples, le 5 &amp; 6 Juin 1688 veille &amp; jour de Pentecôte, à onze heures du matin; the second one (pp. 11-12) La Déplorable désolation arrivée à l’Ima Capitale du Perou";;1688;French;Prose;;Paris, Bibliothèque Nationale de France K-14768;;;;;
P-1687-LI-09C8;1687 Lima Earthquake;;;;Relacion verdadera de lo que ha sucedido en la ciudad de Lima, y sus contornos, con ocasion de los terremotos, que sucedieron á 20 de octubre del año 1687 y ruinas de los templos y edificios de la dicha ciudad;Cays, Jaume;en casa Cormellas al call, por Jayme Cays;Barcelona;;;1688;Spanish;Prose;;Barcelona, Arxiu Històric de la Ciutat B 1688 8º op. 9;;;;;da consultare (Milena)
P-1687-LI-0A06;1687 Lima Earthquake;;;;Relación del exemplar castigo que envio Dios nuestro Señor a la Ciudad de Lima (Cabeça del Perú) y su costa de Barlovento, con los espantosos temblores del dia veinte de Octubre del año de 1687;Carderón, Bernardo (Widow of);Imprenta de los Herederos de la Viuda de Bernardo Calderón;Mexico City;;;1688;;;;Seville, Archivo General de Indias Consulados, 33, doc. 17;;;;;segnalata da Rogelio Altez, 'Impresos sobre terremotos en la Hispanoamérica del siglo XVII. Relaciones de sucesos entre la verdad y la fe', in Historiar la catástrofe (2020)
P-1687-LI-0A07;1687 Lima Earthquake;;;;Relación del terremoto que hubo en Lima a 10 de noviembre de 1687;Contreras, José de;;Lima;;;1687;Spanish;Prose;;Madrid, Biblioteca de la Real Academia de la Historia M-4/512;;;;;segnalata da Rogelio Altez, 'Impresos sobre terremotos en la Hispanoamérica del siglo XVII. Relaciones de sucesos entre la verdad y la fe', in Historiar la catástrofe (2020)
P-1687-LI-0A08;1687 Lima Earthquake;Vargas Machuca, Francisco ;;;Oración panegírica al glorioso apóstol San Bartolomé, patrón del Hospital Real de Pobres Negros;Contreras, José de;Joseph de Contreras y Alvarado;Lima;;;1694;Spanish;Prose;;Providence, John Carter Brown Library bdr14792;https://repository.library.brown.edu/studio/item/bdr:14792/;;;;segnalata da Rogelio Altez, 'Impresos sobre terremotos en la Hispanoamérica del siglo XVII. Relaciones de sucesos entre la verdad y la fe', in Historiar la catástrofe (2020)
P-1687-LI-0A0A;1687 Lima Earthquake;;;;Memorial de la Ciudad de Lima para la reedificación de la ciudad;;;;;;1688;Spanish;Prose;;Seville, Archivo General de Indias Lima, 19;;;;;segnalata da Rogelio Altez, 'Impresos sobre terremotos en la Hispanoamérica del siglo XVII. Relaciones de sucesos entre la verdad y la fe', in Historiar la catástrofe (2020)
P-1688-SA-0197;1688 Sannio Earthquake;;;;Copiosissima, e distinta relatione dell’horribile, e spaventoso terremoto accaduto in Napoli, et in più parti del Regno il giorno 5 giugno 1688 co’l numero delle città, terre, et altri luoghi rovinati. Come anco delli morti, e feriti rimasti in così compassionevole tragedia. E con altre particolarità cospicue messe in questa seconda impressione, delle quali non si havea notizia alla prima;Galazzi, Vincenzo;Per il Galassi;Todi;;Naples;1688;Italian;Prose;Null;Rome, Biblioteca Nazionale Centrale MISC. B.499.15;;I-1688-SA-02EE / 1688 Sannio Earthquake / Chivalrous Novel Scene (This document includes);;;Foto Valentina
