Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes
P-1618-SE-0026;1618 Seville Flood;;;;Relación de la grande ruyna que ha hecho el río Guadalquivir en Sevilla, Triana y sus riberas, Alcolea y Córdova y assí mismo la que hizieron los rezios ayres, arroyos y ríos en Granada, Ecija, Andúxar, Loxa, Antequera, Sanlúcar y otras partes de Andaluzía;Vargas, Serrano de;Serrano de Vargas;Seville;;;1618;Spanish;Prose;5009040;Madrid, Biblioteca Nacional de España VE/34/31;;;;;foto Schiano
P-1618-SE-053D;1618 Seville Flood;Valentin, Louis;;;"Vera relatione della gran rovina che ha fatto il fiume Quadalchivir in Siviglia, Triana, Alcolca, Cordova, &amp; sue riviere";;;Viterbo;;;1618;Italian;Prose;;Rome, Fondazione Marco Besso BIBL G.Op 1378;;I-1618-SE-053E / 1618 Seville Flood / Urban landscape seen from the sea, with a fish (This document includes);;;pdf Milena
P-1618-SF-0027;1618 La Mámora Flood;;;;Relación de la gran vitoria que los soldados del fuerte de San Felipe de la Mamora tuvieron contra más de quatro mil moros y de como les mataron más de trecientos y les tomaron quatro estandartes dase cuenta de las grandes avenidas de aguas que este año han havido en aquellas partes;Graells, Gabriel;Gabriel Graells;Barcelona;;;1618;Spanish;Prose;5035107;Barcelona, Biblioteca de Catalunya F.Bon. 11670;;;La notizia dell'inondazione si legge nell'ultima parte della relazione come evento corollario (e provvidenzialmente punitivo) alla vittoria contro i Mori;;foto Schiano
P-1619-MA-0029;1619 Mantova Earthquake;;;;Terremotos, fuegos y tempestades sucedidas en Mantua en el mes de iulio;Mey, Felipe;En la impresión de Felipe Mey junto a S. Esteban;Valencia;;;1619;Spanish;Prose;Null;Turin, Biblioteca Reale E/313/11;;;;;foto Schiano
P-1619-MA-054F;1619 Mantova Earthquake;;;;La /   Gazeta de Roma, venida con este Ordinario que llegó aquí a los postreros /   deste mes de Setiembre, deste Año 1619 (n. 5);;Valencia;Valencia;;;1619;Spanish;Verse;;Turin, Biblioteca Reale ;;;;;
P-1619-TR-0636;1619 Trujillo Earthquake;Córdoba y Salinas, Diego de;Dirigida a la Catolica Magestad de Don Felipe IIII N. S. rey potentissimo de las Espanas, y Monarca invictissimo del Nuevo Orbe, en su Real y Supremo Consejo de las Indias;Philip IV;Coronica de la religiosissima provincia de los doze apostoles del Peru, de la orden de N.P. S. Francisco  de la regular observancia ...;López de Herrera, Jorge;Por Jorge Lopez de Herrera;Lima;Diego de Córdoba y Salinas notes the premonitory preaching of Francisco Solano in Trujillo 15 years before the catastrophe and the announcement of the earthquake by San Valentín to the abbess of the convent of Santa Clara. He also describes the destruction of the monastery of Santa María La Gracia La Real, belonging to the order of Santa Clara, and the general effects of the earthquake, which caused 350 deaths. He also refers to the aftershocks, which were stronger than the first earthquake, and to the emotions that the disaster generated in the population.;;1651;Spanish;Prose;;Madrid, Biblioteca Nacional de España R/14078;http://bdh-rd.bne.es/viewer.vm?id=0000015363&page=1;;;INTERPRETAZIONE→Punizione per i peccati degli uomini;
P-1619-TR-0640;1619 Trujillo Earthquake;Calancha, Antonio de la;Dedicada a nuestra / señora de Gracia, singular Patrona i Abogada de la dicha Orden;Virgin of Gracia;Coronica moralizada del orden de San Augustin en el Peru con sucesos egenplares en esta Monarqvia ...;Lacavalleria, Pedro;Por Pedro Lacavalleria, en la calle de la Libreria;Barcelona;The friar, who witnessed the earthquake, refers to the comet of December 1618 that would have announced the tremor (pp. 488-489). He recounts the effects of the earthquake on the topography, the sea and the buildings of the city. According to De La Calancha, it caused 350 deaths (p. 489). He praises the action of the Augustinians in contrast to other religious orders who decided to leave the city (pp. 489-490). The poor decided to appoint De La Calancha as their representative to prevent the city from being moved. De La Calancha claims that he succeeded in his mission despite having the viceroy and the Audiencias against him (pp. 498-499). De La Calancha also refers to a prodigy that occurred after the earthquake, but denies the disastrous consequences attributed to it by the population (p. 490). The Augustinian friar also narrates the salvation of the painter Leonardo de Jaramillo (pp. 493-494) and the transfer of the temple of the Virgin of Guadalupe and her image because of the earthquake (pp. 566-567).;;1638;Spanish;Prose;5008407;Seville, Biblioteca de la Universidad de Sevilla A 050/111;https://archive.org/details/A050111;;;;
P-1619-TR-0657;1619 Trujillo Earthquake;Torres, Bernardo de;Dedicada a N. Muy R. P. Maestro fray Iuan del / Alamo dignissimo Prior Provincial de dicha Provincia.;Álamo, Juan del;Cronica de la provincia peruana de la orden de / los ermitaños de San Agustin Nuestro Padre ...;Santos de Saldaña, Juan;en la imprenta de Iulian Santos de Saldaña;;In the epitome of the first volume, page 10,  the friar says that the earthquake ruined the Augustinian convent of the city which, according to the author, became one of the most distinguished convent of regulars in the kingdom of Peru. He states that at the time of writing the convent has already been repaired and has become one of the good convents of the province.;;1657;Spanish;Prose;;Providence, John Carter Brown Library 1-SIZE BA657.T693c;https://archive.org/details/cronicadelaproui00torr;;;;
P-1620-AL-002A;1620 Alcoy Earthquake;Abad, Juan;;;Relación verdadera del daño y muertes que ha hecho un grave y terrible terremoto en la villa de Alcoy, reyno de Valencia, en dos de Deziembre, año 1620: con otras cosas dignas de ser sabidas;Matevad, Sebastian;por Sebastian Matevad;Barcelona;;;1621;Spanish;Verse;5026817;Madrid, Biblioteca Nacional de España VE/1470/8;http://bdh-rd.bne.es/viewer.vm?id=0000202650&page=1;;;;foto Schiano di altra edizione valenciana conservata in Biblioteca Reale di Torino
P-1620-AL-002B;1620 Alcoy Earthquake;García Molero, Alonso;;;Relación muy verdadera de un caso muy espantoso y lastimoso que en la villa de Alcoy reyno de Valencia sucedió, miércoles dos de diziembre deste año passado de 1620;"Bolívar, Pedro de; Heylán, Francisco";por Pedro de Bolívar y Francisco Heylán en la calle del Agua, detrás de las casas de don Francisco Messia;Granada;;;1621;Spanish;Prose;5021492;Valencia, Biblioteca Valenciana Nicolau Primitiu Bib. Carreres. XVIII/1383(4);https://bivaldi.gva.es/es/catalogo_imagenes/grupo.do?path=1005457;;;;
P-1620-AL-0777;1620 Alcoy Earthquake;Abad, Juan;;;Relación verdadera del daño y muertes que ha hecho un grave y terrible terremoto en la villa de Alcoy, reino de Valencia, en dos de Deziembre, año 1620, con otras cosas dignas de ser sabidas;Matevad, Sebastian;;Barcelona;;;1621;Spanish;Verse;5026817;Madrid, Biblioteca Nacional de España VE/1470/8;;;;;
P-1624-ZA-002F;1624 Zafra Earthquake;;;;Espantoso huracán que vino sobre la villa de Çafra, que fue Dios nuestro Señor servido sucediesse por nuestros grandes pecados, para que sea escarmiento a tantas maldades como cada día cometemos contra su divina Magestad. Dase cuenta de la grande ruyna que hubo de personas y haziendas, en este horrible y admirable terremoto. Este año de 1624;Cabrera, Juan  de;por Juan de Cabrera;Seville;;;1624;Spanish;Prose;5005725;Madrid, Biblioteca Nacional de España VE/197/66;;"I-1624-ZA-0240 / 1624 Zafra Earthquake / Crucifixion (This document includes); P-1624-ZA-0817 / 1624 Zafra Earthquake / Spaventevole borasca che venne sopra la terra di Zafra, qual si compiacque Nostro Syre mandare per gli nostri grandi peccati, ... Si racconta la gran rovina così di persone come de robbe che segnì in tremuoto 1624 (The content of this document is translated in)";;;Foto Schiano
P-1624-ZA-0817;1624 Zafra Earthquake;;;;Spaventevole borasca che venne sopra la terra di Zafra, qual si compiacque Nostro Syre mandare per gli nostri grandi peccati, ... Si racconta la gran rovina così di persone come de robbe che segnì in tremuoto 1624;Malatesta, Pandolfo;Milano: Malatesta, 1624;Milan;;;1624;Italian;Prose;;Wolfenbüttel, Herzog-August-Bibliothek A: 990.14 Theol. (6);;P-1624-ZA-002F / 1624 Zafra Earthquake / Espantoso huracán que vino sobre la villa de Çafra, que fue Dios nuestro Señor servido sucediesse por nuestros grandes pecados, para que sea escarmiento a tantas maldades como cada día cometemos contra su divina Magestad. Dase cuenta de la grande ruyna que hubo de personas y haziendas, en este horrible y admirable terremoto. Este año de 1624 (This document contains a translation of);;;"Il printer è inferito perché sul frontespizio, stando ai cataloghi, compare solo Malatesta, mentre poi viene catalogato come Pandolfo Malatesta (https://kvk.bibliothek.kit.edu/view-title/index.php?katalog=K10PLUS&amp;url=https%3A%2F%2Fopac.k10plus.d...). I rapporti con la relacion spagnola non sono chiari poiché non ho letto il testo, ma certamente il titolo ha tutta l'aria di essere una traduzione letterale."
P-1625-BA-0962;1625 Barcelona Flood;;;;Deluge espouvantable arrivé de nouveau à Barcelonne en Espagne;Verhoeven, Abraham ;chez Abraham Verhoeven;Antwerp;;;1625;French;Verse;;Madrid, Biblioteca Nacional de España VE/1482/8;http://bdh-rd.bne.es/viewer.vm?id=0000264472&page=1;I-1625-BA-0518 / 1625 Barcelona Flood / Noah's Ark (This document includes);;;
P-1626-CA-0831;1626 Calabria Earthquake; Gualtieri, Paolo;All'Illustrissimo, e reverendissimo signore Il signor D. Gio: Battista Montano Vescovo di Oppido, e Vicario Apostolico di Messina;Montano, Giovanni Battista (Bishop of Oppido, Apostolic Vicar of Messina);Glorioso trionfo, over leggendario di s.s. martiri di Calabria, libro primo dove si tratta di alcuni huomini illustri i quali esposero la vita in servigio di Dio, e di più dell'origine de' frati cappuccini e loro progressi in Calabria;Nucci, Matteo;Napoli, per Matteo Nucci, 1630;Naples;;;1630;Italian;Prose;4012334;Naples, Biblioteca della Società Napoletana di Storia Patria BANCO NAP. 03.E. 13;;;;;
P-1626-SA-0030;1626 Salamanca Flood;Finardo, Valerio;;;Relación cierta de la gran crecida que tuvo, y ruyna que causó el río Tormes en la ciudad de Salamanca, en 26 de enero deste año MDCXXVI. Sucedió un gran milagro y fue, que halló dicha ciudad en la orilla del río una imagen de bulto de nuestra Señora del Rosario con el niño Jesús en sus braços de pies, y salió en processión el cabildo, con el obispo y toda la nobleza y gente de la ciudad y la llevaron en su catedral con gran devoción;Viuda de Córdoba;en la imprenta de la viuda de Córdova;Valladolid;;;1626;Spanish;Prose;5002994;Madrid, Biblioteca Nacional de España VC/224/9;https://www.bidiso.es/CBDRS/ediciones/BDRS0001702/2037/ejemplar/1610;"I-1626-SA-0241 / 1626 Salamanca Flood / Madonna of the Rosary between St Dominic and St Catherine (This document includes); P-1626-SE-003A / 1626 Seville Flood / Relación verdadera en que se da quenta de todo el daño que causò las crecientes del río Guadalquivir en la ciudad de Sevilla y Triana, este año de 1626 (This document is included in)";Testo diffuso in molti esemplari e in differenti edizioni. Nell'edizione pubblicata da Jaime Matevad a Barcellona è pubblicata a firma di Valerio Finardo (USTC 5038697);;
P-1626-SA-0031;1626 Salamanca Flood;Núñez de Acosta, Duarte;;;Llanto de Menardo en la orilla del Tormes el martes por la mañana, después de la fatal destruyción desta ciudad de Salamanca con la cresciente del río a 26 de enero de 1626;Cossio, Diego;por Diego Cossio;Salamanca;;;1626;Spanish;Verse;5033418;Salamanca, Biblioteca Universitaria BG/36558(2);;;;;Foto Schiano
P-1626-SA-0032;1626 Salamanca Flood;Colodro de Guereña, Pedro Íñiguez;Dirigidas a don Francisco de Brizuela, cavallerizo de la Reyna;Brizuela, Francisco de;Relación en canciones reales a la inundación, y avenida de el río Tormes, en Salamanca, a 26 de enero de este año de 1626: dirigidas a don Francisco de Brizuela cavallerizo de la Reyna;Cossio, Diego;por Diego Cussio;Salamanca;;;1626;Spanish;Verse;5028204;Madrid, Biblioteca Nacional de España VE/180/36;http://bdh-rd.bne.es/viewer.vm?id=0000153370&page=1;;;;
P-1626-SA-0033;1626 Salamanca Flood;Pérez, Alvaro;;;Relación del trágico sucesso que Salamanca llora, por la grande avenida del río Tormes, en veynte y seys de enero 1626;Vázquez, Antonio;Antonio Vázquez;Salamanca;;;1626;Spanish;Prose;5025016;London, British Library 593.h.22.(76.);;;;;Foto Schiano
P-1626-SA-0034;1626 Salamanca Flood;;A don Juan de la Sal y Aguilar, obispo de Bona, del consejo de su magestad;Sal, Juan de;Copia de una carta escrita por un estudiante desta univesidad de Salamanca a don Juan de la Sal y Aguilar, obispo de Bona, del consejo de su magestad, donde se declara la destruyción que hizo la avenida grande del río Tormes;Ramírez, Antonia;Antonia Ramírez;Salamanca;;;1626;Spanish;Prose;5010305;Madrid, Biblioteca de la Real Academia de la Historia 1/3271(22);;;;;Foto Schaino
P-1626-SA-0035;1626 Salamanca Flood;;;;Relación del espantoso diluvio, y crecida del río Tormes, y del riguroso estrago que en la ciudad de Salamanca, y su tierra hizo, lunes 26 de enero de 1626;Ramírez, Antonia;Antonia Ramírez;Salamanca;;;1626;Spanish;Verse;5025015;London, British Library 11450.c.67;;;;;Foto Milena
P-1626-SA-0036;1626 Salamanca Flood;;;;Sucessos de la grande y furiosa avenida del río Tormes. Dañors, y ruynas que causó en la ciudad de Salamanca, y sus arrabales. Escrita por un estudiante en aquella universidad;Lyra, Francisco de;lo imprimió Francisco de Lyra;Seville;;;1626;Spanish;Prose;5012523;Seville, Biblioteca de la Universidad de Sevilla A 109/085 (063);https://archive.org/details/A109085063;;;;
P-1626-SA-0037;1626 Salamanca Flood;;;Vega de la Peña, Pedro de la;Trágico suceso de la inundación del Tormes en la ciudad de Salamanca 26 de enero de 1626 años;Vázquez, Antonio;Antonio Vázquez;Salamanca;;;1626;Spanish;Prose;5025017;London, British Library 593.h.22.(77.);;;;;Foto Milena
P-1626-SA-0038;1626 Salamanca Flood;;;Corrionero, Antonio;El Cisne negro. Poema trágico de las inundaciones del Tormes y estragos de Salamanca en 26 de enero y 12 de febrero de 1626 años;Cossio, Diego;por Diego de Cussio;Salamanca;;;1626;Spanish;Verse;5032277; ;;;;;Foto Schiano
P-1626-SE-0039;1626 Seville Flood;;;;Vera relazione della inondazione e diluvio seguito in Spagna nella città di Siviglia il dì XXIX*XVI dal fiume Guadalquiuir. Dove s’intende la morte di molte migliaia di persone, perdita di gran roba, monasteri sommersi e rovine di detta città;Cecconcelli, Pietro;appresso Pietro Cecconcelli;Florence;;;1626;Italian;Prose;Null;Florence, Biblioteca Nazionale Centrale 1006.29;https://books.google.it/books?id=LIJWqG-OFWsC&pg=PP5&dq=VERA+RELAZIONE+1626&hl=it&sa=X&ved=2ahUKEwiYnMuGl4TsAhWLxqQKHWoCDdwQ6AEwAXoECAIQAg#v=onepage&q=VERA%20RELAZIONE%201626&f=false;;;;Molto probabilmente da confrontare con qualche relazione trovata da Genni (per questo ho messo: P-1626-SE-). Foto Valentina
P-1626-SE-003A;1626 Seville Flood;Beltrán de la Cueva, Juan;;;Relación verdadera en que se da quenta de todo el daño que causò las crecientes del río Guadalquivir en la ciudad de Sevilla y Triana, este año de 1626;Contreras, Gerónimo de;por Gerónimo de Contreras;Lima;;;1626;Spanish;Prose;5011104;Madrid, Biblioteca Nacional de España VE/59/64;http://bdh-rd.bne.es/viewer.vm?id=0000075249&page=1;P-1626-SA-0030 / 1626 Salamanca Flood / Relación cierta de la gran crecida que tuvo, y ruyna que causó el río Tormes en la ciudad de Salamanca, en 26 de enero deste año MDCXXVI. Sucedió un gran milagro y fue, que halló dicha ciudad en la orilla del río una imagen de bulto de nuestra Señora del Rosario con el niño Jesús en sus braços de pies, y salió en processión el cabildo, con el obispo y toda la nobleza y gente de la ciudad y la llevaron en su catedral con gran devoción (This document includes);Il testo contiene anche una versione della relazione sull'inondazione del Tormes accaduta nello stesso 1626 scritta da Valerio Finardo;;
P-1626-SE-003B;1626 Seville Flood;Beltrán de la Cueva, Juan;;;Relación verdadera en la qual se da cuenta de la gran destruyción que ha hecho el río Guadalquiuir en la ciudad de Sevilla, y en Triana, y assí mismo se declara los conventos de frayles y monjas que se anegaron;Viuda de Córdoba;en la imprenta de la viuda de Cordova;Valladolid;;;1626;Spanish;Prose;5002971;Madrid, Biblioteca Nacional de España MSS/2358(H.352R.-353V.);http://bdh-rd.bne.es/viewer.vm?id=0000254527&page=1;;;;
