Record;Event;Archive;Author/sender;Recipient;Date of writing;Start point;Date of receipt;End point;Summary;Language;Related images or documents;Other Events;Link;Analytic tags;Private notes
_M-1638-CA-06D4_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Consultationum, vol.41_;_Regia Camera della Sommaria_;__;_1638-04-13_;_Naples_;__;__;_The spending measures decided by the Regia Camera della Sommaria related to the organisation of the mission of Capecelatro, in charge of assessing the damage suffered by each town and organising first aid to the damaged population, and some special measures related to tax relief._;_Italian_;__;_1631 Vesuvius Eruption_;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;__
_M-1638-CA-06D5_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Regia Camera della Sommaria, Ruote, Notamentorum, fascio 296_;_Regia Camera della Sommaria_;__;_1639-05-20_;_Naples_;__;__;_Memorandum of the Camera della Sommaria concerning financial measures granted to certain localities in Calabria damaged by the earthquake_;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Sgravi fiscali_;__
_M-1638-CA-06D6_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Cancelleria, Decretorum, vol.98_;_Luzzi, Antonio Maria_;_Núñez de Guzmán, Ramiro_;_1638-09-17_;_Bisignano_;__;_Naples_;_Antonio Maria Luzzi and companions of the city of Bisignano petition the Viceroy of Naples to obtain tax exemptions following the damage caused by the earthquakes of 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Sgravi fiscali_;__
_M-1638-CA-06D7_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Cancelleria, Decretorum, vol.96_;_Università of San Pietro in Guarano_;_Núñez de Guzmán, Ramiro_;_1639-09-22_;_San Pietro in Guarano_;__;_Naples_;_The Università di San Pietro in Guarano petitioned the Viceroy of Naples for relief from the imposition of taxes and sales concessions established to cope with needs after the earthquake of 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Sgravi fiscali_;__
_M-1638-CA-06D8_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Cancelleria, Decretorum, vol.101_;_Università of Cellara; Università of Piane_;_Núñez de Guzmán, Ramiro_;_1640-03-02_;_Cellara; Piane_;__;_Naples_;_The Università di Cellara and Piane petition the Viceroy of Naples to use the revenue from the meat tax to rebuild the parish churches destroyed in the 1638 earthquake._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica_;__
_M-1638-CA-06D9_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Cancelleria, Decretorum, vol.99_;_Università of Figline; Università of Francolise_;_Núñez de Guzmán, Ramiro_;__;_Figline; Francolise_;__;_Naples_;_The Università di Figline and Francolise petitioned the Viceroy of Naples to use the revenue from the meat tax to rebuild the parish church of S. Giovanni Battista destroyed in the earthquake of 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica_;__
_M-1638-CA-06DA_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Cancelleria, Decretorum, vol.99_;_Università of Figline; Università of Francolise; Università of Cellara; Università of Piane_;_Núñez de Guzmán, Ramiro_;_1639-05-18_;_Figline; Francolise; Cellara; Piane_;__;_Naples_;_Petition of the casali of Cosenza to the Viceroy of Naples to use the revenue from the sale of taxes to rebuild the parish churches destroyed in the 1638 earthquake._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica_;__
_M-1638-CA-06DB_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Cancelleria, Decretorum, vol.92_;_Università of Paola_;_Núñez de Guzmán, Ramiro_;_1638-04-28_;_Paola_;__;_Naples_;_The Università di Paola petitioned the Viceroy of Naples to institute an annual offering to the Monastery of St Francis of Paola in thanksgiving for protecting the city from the earthquake of 27 March 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Figure eroiche/Gesti salvifici_;__
_M-1638-CA-06DC_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Cancelleria, Decretorum, vol.92_;_Università of Catanzaro_;_Núñez de Guzmán, Ramiro_;_1638-07-27_;_Catanzaro_;__;_Naples_;_The deputies of the city of Catanzaro petition the Viceroy of Naples to use the revenue from the meat tax to rebuild the Cathedral and the Palace of the Royal Audience damaged in the 1638 earthquake._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Pianificazione urbana e architettonica_;__
_M-1638-CA-06DD_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Consiglio Collaterale, Cancelleria, Decretorum, vol. 99_;_Università of Sambiase_;_Núñez de Guzmán, Ramiro_;_1639-06-10_;_Sambiase_;__;_Naples_;_The sindaci of Sambiase petitioned the Viceroy of Naples for approval of taxes established to provide for the needs after the earthquake of 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Misure preventive_;__
_M-1638-CA-06DE_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Viceré, Scritture diverse della Segreteria, fascio 69_;_Università of Amantea_;_Núñez de Guzmán, Ramiro_;_1638-07-28_;_Amantea_;__;_Naples_;_The Università of Amantea petitioned the Viceroy of Naples to obtain exemption from housing the military following the damage caused by the earthquake of 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Sgravi fiscali_;__
_M-1638-CA-06DF_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Viceré, Scritture diverse della Segreteria, fascio 71_;_Branciforte, Michele_;_Núñez de Guzmán, Ramiro_;__;_Galatro_;__;_Naples_;_Letter from the Governor of Calabria Ultra to the Viceroy of Naples regarding the fiscal status of the Università of Feroleto damaged by the earthquake of 1638._;_Spanish_;__;__;__;_RISPOSTE ISTITUZIONALI→Sgravi fiscali_;__
_M-1638-CA-06E0_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Viceré, Scritture diverse della Segreteria, fascio 75_;_Cassulini, Flavio_;_Núñez de Guzmán, Ramiro_;_1638-12-12_;_Cosenza_;__;_Naples_;_Memorandum from the Attorney for the Poor of the Province of Calabria Citra to the Viceroy of Naples on the abuses committed by certain magistrates of Cosenza following the damage to the prison building by the earthquake of 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;__
_M-1638-CA-06E1_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Viceré, Scritture diverse della Segreteria, fascio 74_;_Celestini, Geronimo_;_Marquis of Belmonte_;_1639-01-09_;_Naples_;__;__;_Case relating to the dispute between various tax collectors for the collection of taxes in the lands of Rogliano and Scigliano damaged by the earthquake of 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Conflitti di giurisdizione_;__
_M-1638-CA-06E2_;_1638 Calabria Earthquake_;_Naples, Archivio di Stato di Napoli, Viceré, Scritture diverse della Segreteria, fascio 75_;_Salinas, Alfonso_;_Núñez de Guzmán, Ramiro_;_1639-02-04_;_Naples_;__;__;_The judge of Amantea petitioned the viceroy of Naples for exemption from payment for his office following the damage caused by the earthquake of 1638._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Sgravi fiscali_;__
_M-1638-CA-06E3_;_1638 Calabria Earthquake_;_Naples, Biblioteca Nazionale Vittorio Emanuele III, Manoscritti, Fondo San Martino, Aggiunti_;_Blanch, Giovanni Tommaso_;__;_1638-04-28_;_Sant’Eufemia_;__;__;_Authorisation of the Lieutenant and Vicar General of the province of Calabria Ulterior in favour of Francesco della Ratta to visit the earthquake-affected towers of Nicastro._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;_Controllare la collocazione in Biblioteca nazionale_
_M-1638-CA-06E4_;_1638 Calabria Earthquake_;_Naples, Biblioteca Nazionale Vittorio Emanuele III, Manoscritti, Fondo San Martino, Aggiunti,_;_Blanch, Giovanni Tommaso_;__;_1638-04-28_;_Pizzo_;__;__;_Authorisation of the Lieutenant and Vicar General of the Province of Calabria Ulterior in favour of Giovanni Pietro di Paula to verify the numbers of the soldiers of the Paranza of Nicastro after the earthquake._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;_Controllare la collocazione in biblioteca nazionale_
_M-1638-CA-06E5_;_1638 Calabria Earthquake_;_Naples, Biblioteca Nazionale Vittorio Emanuele III, Manoscritti, Fondo San Martino, Aggiunti_;_Blanch, Giovanni Tommaso_;__;_1638-04-30_;_Pizzo_;__;__;_Authorisation of the Lieutenant and Vicar General of the province of Calabria Ulterior in favour of Giovanni De Polo De Hamis to conduct a visit to the earthquake-damaged towers between Pizzo and Tropea_;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;_Controllare la collocazione in biblioteca nazionale._
_M-1638-CA-06E6_;_1638 Calabria Earthquake_;_Naples, Biblioteca della Società Napoletana di Storia Patria, Manoscritti, Fondo San Martino, Aggiunti_;_Blanch, Giovanni Tommaso_;__;_1638-05-10_;_Tropea_;__;__;_Authorisation of the Lieutenant and Vicar General of the Province of Calabria Ulterior in favour of Perico Consiglia to visit the towers between Tropea and Scilla damaged by the earthquake._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;_Controllare la collocazione in biblioteca nazionale_
_M-1638-CA-06E7_;_1638 Calabria Earthquake_;_Naples, Biblioteca Nazionale Vittorio Emanuele III, Manoscritti, Fondo San Martino, Aggiunti_;_Blanch, Giovanni Tommaso_;__;_1638-05-28_;_Nicotera_;__;__;_Authorisation of the Lieutenant and Vicar General of the province of Calabria Ulterior in favour of Francesco della Ratta to visit the towers between Scilla and Bianco damaged by the earthquake._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;_Controllare la collocazione in biblioteca nazionale_
_M-1638-CA-06E8_;_1638 Calabria Earthquake_;_Vatican City, Archivio Segreto Vaticano, Segreteria di Stato, Napoli, vol.33_;_Unknown_;_Barberini, Francesco_;_1638-04-17_;_Naples_;__;_Rome_;_Notices on the fiscal damage that the earthquake in Calabria caused to the treasury of the Kingdom of Naples._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;_Non so che tag mettere per quanto riguarda gli avvisi sui danni fiscali..._
_M-1638-CA-06E9_;_1638 Calabria Earthquake_;_Vatican City, Archivio Segreto Vaticano, Segreteria di Stato, Napoli, vol.33_;_Herrera, Niccolò_;_Barberini, Francesco_;_1638-04-28_;_Naples_;__;_Rome_;_A doctor's premonition of an earthquake in Calabria has caused unrest among the population._;_Italian_;__;__;__;_INTERPRETAZIONE→Segni premonitori_;__
_M-1638-CA-06EA_;_1638 Calabria Earthquake_;_Vatican City, Archivio Segreto Vaticano, Segreteria di Stato, Napoli, vol.33_;_Herrera, Niccolò_;_Barberini, Francesco_;_1638-05-01_;_Naples_;__;_Rome_;_The Apostolic Nuncio sent two Capuchins to inform him about the effects of the earthquake._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;__
_M-1638-CA-06EB_;_1638 Calabria Earthquake_;_Vatican City, Archivio Segreto Vaticano, Segreteria di Stato, Napoli, vol.33_;_Herrera, Niccolò_;_Barberini, Francesco_;_1638-05-08_;_Naples_;__;_Rome_;_The Apostolic Nuncio reports on the financial difficulties of the Kingdom of Naples, aggravated by the earthquake-damaged situation in Calabria._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;__
_M-1638-CA-06EC_;_1638 Calabria Earthquake_;_Vatican City, Archivio Segreto Vaticano, Segreteria di Stato, Napoli, vol.33_;_Herrera, Niccolò_;_Barberini, Francesco_;_1638-05-11_;_Naples_;__;_Rome_;_Three Capuchin fathers were sent to visit the places affected by the earthquake._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;__
_M-1638-CA-06EE_;_1638 Calabria Earthquake_;_Vatican City, Archivio Segreto Vaticano, Segreteria di Stato, Napoli, vol.33_;_Herrera, Niccolò_;_Barberini, Francesco_;_1638-05-15_;_Naples_;__;_Rome_;_Capuchins were sent to visit the places affected by the earthquake and make a report._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;__
_M-1638-CA-06F0_;_1638 Calabria Earthquake_;_Vatican City, Archivio Segreto Vaticano, Segreteria di Stato, Napoli, vol.33_;_Herrera, Niccolò_;_Barberini, Francesco_;_1638-06-19_;_Naples_;__;_Rome_;_Earthquake damage report._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;__
_M-1638-CA-06F1_;_1638 Calabria Earthquake_;_Vatican City, Archivio Segreto Vaticano, Miscellanea, armadio III, vol.32_;_Bianchi, Paolino_;_Barberini, Francesco_;_1638-04-03_;_Naples_;__;_Rome_;_Earthquake damage report based on first-hand accounts from Cosenza and from sailors and fishermen sailing along the Tyrrhenian coast._;_Italian_;__;__;__;_FORME PARTICOLARI DI RAPPRESENTAZIONE/NARRAZIONE→Enumerazione dei danni e delle vittime_;__
_M-1638-SM-05EB_;_1638 San Miguel Eruption_;_Madrid, Biblioteca de la Real Academia de la Historia, 9/3692_;_Rodrigues, Diogo_;_Barros, Antonio de_;_[1638]_;_São Miguel Island_;__;__;_Letter of father Diogo Rodrígues to father Antonio de Barros from São Miguel island about the earthquake in Azores._;__;__;__;__;__;__
_M-1639-CI-06EF_;_1639 Central Italy Earthquake_;_Vatican City, Archivio Segreto Vaticano, Segreteria di Stato, Napoli, vol.33_;_Herrera, Niccolò_;_Barberini, Francesco_;_1638-06-15_;_Naples_;__;_Rome_;_Earthquake damage report._;_Italian_;__;__;__;_RISPOSTE ISTITUZIONALI→Inchiesta sugli effetti del disastro_;__
_M-1644-AL-03D4_;_1644 Alcoy Earthquake_;_Arxiu del Regne de València, Clero, Libro 1334, ff.67r-68v_;_Torró, Miguel de; Sánchez Romo, Pedro_;_Unknown_;_1644-09-06_;_Albaida_;__;__;_Quote in Monastery of Saint Anne of Albaida's Lumen Domus_;_Spanish_;__;__;__;__;_In the following lines, there's a mention of the 1744 earthquake_
_M-1644-PA-03D5_;_1644 Pamplona Earthquake_;_Seville, Archivo General de Indias, Santa Fe, 66, n. 141_;_Cabildo secular of Pamplona (Colombia)_;_Consejo de Indias_;_1646-03-10_;_Pamplona_;_1646-06-08_;_Madrid_;_A report on Pamplona in the aftermath of the earthquake_;_Spanish_;__;__;__;__;__
_M-1645-MA-03D6_;_1645 Manila Earthquake_;_Seville, Archivo General de Indias, Filipinas, 81, n. 10_;_Franciscans from Manila_;_Philip IV_;_1646-08-04_;_Manila_;__;__;__;__;__;__;__;__;__
_M-1646-GA-03D7_;_1646 Gargano Earthquake_;_Archivio di Stato di Napoli, Regia Camera della Sommaria, Consulte, filza 48, f. 95r-96v_;_Regia Camera della Sommaria_;_Ponce de León, Rodrigo_;_1646-09-01_;_Naples_;__;__;_Report on a earthquake in Canosa_;_Italian_;__;__;__;__;_Information by Annibale Moles, special commissioner_
_M-1646-ME-03D8_;_1646 Mexico City Earthquake_;_Seville, Archivo General de Indias, México, 36, n. 7._;_Sarmiento de Sotomayor, García_;_Philip IV_;_1646-05-20_;_Mexico City_;_1647-03-14_;_Madrid_;_Report on the earthquake_;_Spanish_;__;__;__;__;__
_M-1647-SA-03D9_;_1647 Santiago Earthquake_;_Archivum Romanum Societatis Iesu, Provincia Chilensis, vol. 4, n. 17, ff. 92r-95v_;_Audiencia of Santiago de Chile_;_Mújica, Martín de_;_1647-05-15_;_Santiago de Chile_;_1647-05-24_;__;_Report on the effects of the Santiago earthquake_;_Spanish_;__;__;__;__;__
_M-1647-SA-03DA_;_1647 Santiago Earthquake_;_Archivum Romanum Societatis Iesu, Provincia Chilensis, vol.4, n. 19, ff. 100r-103v_;_Ozerin, Hernando de_;_Villagómez y Vivanco, Pedro de _;_1647-09-14_;_Cuzco_;__;_Lima_;_Report on the religious rituals celebrated in Cuzco to appease the divine wrath on the occasion of Santiago's earthquake_;_Spanish_;__;__;__;__;__
_M-1647-SA-03DB_;_1647 Santiago Earthquake_;_Archivum Romanum Societatis Iesu, Provincia Chilensis, vol. 4, n. 20, ff. 104r-105v_;_Solórzano, Juan de_;_Ovalle, Alonso de_;_1649-01-07_;_Madrid_;__;__;_Solorçano's explanation about why the prohibition to foreigners to go to the Indies can not be applied to jesuits who are required for the reconstruction of Santiago after the earthquake_;_Spanish_;__;__;__;__;__
_M-1647-SA-03DC_;_1647 Santiago Earthquake_;_Archivum Romanum Societatis Iesu, Provincia Chilensis, vol. 5, ff. 69v-71v_;_Rada, Andrés de_;_San Miguel College's Rector; consultors in Santiago de Chile_;_1665-07-12_;_Santiago de Chile_;__;_Rome_;_Andrés de Rada's instructions to rebuild the jesuit church destroyed by the Santiago's earthquake_;_Spanish_;__;__;__;__;__
_M-1647-SA-03DD_;_1647 Santiago Earthquake_;_Archivum Romanum Societatis Iesu, Provincia Chilensis, vol. 6, ff. 203r-233r_;_Pacheco, Luis_;_Carafa, Vincenzo_;_1648-08-22_;_Santiago de Chile_;__;_Rome_;_Annual letter referred to Chile vice province from 1647 to 1648 in which Pacheco narrates the state of Santiago after the earthquake and the miracles and the religious rituals developped_;_Spanish_;__;__;__;__;__
