Record;Event;Artist;Description;Date;Museum/Institution;Medium and support;Dimensions;Related images or documents;Author;Recipient/dedicatee;Title;Printer;Place;Reference copy-ies;Inscriptions;Link;Analytic tags;Private notes
I-1631-VE-0282;1631 Vesuvius Eruption;Unknown;Erupting Mountain with Isaiah Verset;1632;;Woodcut;;"I-1631-VE-025B / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); I-1631-VE-0263 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); I-1631-VE-0269 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); I-1631-VE-0288 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); I-1631-VE-0528 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); P-1631-VE-00B5 / 1631 Vesuvius Eruption / Ottave sopra l’incendio del monte Vesuvio di Flaminio Martino de Carles, della città di Tiano. Dedicata al Signor Don Francesco Silvestri, cavaliero di natione spagnola, mio padrone osservandissimo (This document is included in)";de Carles, Flaminio Martino;Silvestri, Francesco;Ottave sopra l’incendio del monte Vesuvio di Flaminio Martino de Carles, della città di Tiano. Dedicata al Signor Don Francesco Silvestri, cavaliero di natione spagnola, mio padrone osservandissimo;Longo, Egidio;Naples;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*A90(20);;;;foto Mega
I-1631-VE-0283;1631 Vesuvius Eruption;Unknown;View of the Vesuvius erupting with the Virgin with Child and St Gennaro;1632;;Woodcut;;"P-1631-VE-00B6 / 1631 Vesuvius Eruption / Relatione del fiero, &amp; iracondo del Monte Visuvio flagello, occorso a sedici di dicembre 1631. Nella montagna di Somma all'incontro sei miglia della fedelissima e famosissima città di Napoli. In ottava rima. Opera di Giulio Cesare Capaccio, venditor d'oglio (This document is included in)";Capaccio, Giulio Cesare;;"Relatione del fiero, &amp; iracondo del Monte Visuvio flagello, occorso a sedici di dicembre 1631. Nella montagna di Somma all'incontro sei miglia della fedelissima e famosissima città di Napoli. In ottava rima. Opera di Giulio Cesare Capaccio, venditor d'oglio";Maccarano, Domenico;Naples;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.F. 021;;;;
I-1631-VE-0284;1631 Vesuvius Eruption;Perrey, Nicolas;"Coat of Arms of the Archbishop Teodoli; St Andrew; Erupting Mountain";1632;;Engraving;;P-1631-VE-00B7 / 1631 Vesuvius Eruption / Il Vesuvio fiammeggiante, poema del Sincero Acad. Insensato. All'illustrissimo e reverendissimo sig. Monsignor Giacomo Theodoli Arcivescovo d'Amalfi (This document is included in);Maresca, Paolo;Teodoli, Giacomo;Il Vesuvio fiammeggiante, poema del Sincero Acad. Insensato. All'illustrissimo e reverendissimo sig. Monsignor Giacomo Theodoli Arcivescovo d'Amalfi;Roncagliolo, Secondino;Naples;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.G. 044;;;;
I-1631-VE-0285;1631 Vesuvius Eruption;Unknown;Vesuvius smoking;1632;;Woodcut;;"I-1631-VE-0255 / 1631 Vesuvius Eruption / Vesuvius smoking (Same image as); P-1631-VE-00B8 / 1631 Vesuvius Eruption / De terremotibus, et incendiis eorumque causis, et signis naturalibus, & supranaturalibus. Item de flagratione Vesuuii, eiusque mirabilibus eventis, & auspiciis. Aucthore Io An. Dominico De Arminio Xedondochii Incurabilium Neap. urbis a secretis (This document is included in)";Armini, Giovanni Domenico;;De terremotibus, et incendiis eorumque causis, et signis naturalibus, & supranaturalibus. Item de flagratione Vesuuii, eiusque mirabilibus eventis, & auspiciis. Aucthore Io An. Dominico De Arminio Xedondochii Incurabilium Neap. urbis a secretis;Scoriggio, Lazzaro;Naples;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B 64(6);;;;
I-1631-VE-0286;1631 Vesuvius Eruption;Unknown;Emblem of the Jesuit Order;1634;;Woodcut;;P-1631-VE-00BB / 1631 Vesuvius Eruption / Salvatoris Varonis e Societate Iesu vesuviani incendii historiae libri tres (This document is included in);Varrone, Salvatore;;Salvatoris Varonis e Societate Iesu vesuviani incendii historiae libri tres;Savio, Francesco;Naples;Florence, Biblioteca Nazionale Centrale MAGL. 14.5.51;;https://books.google.co.uk/books?id=rO7UuJ9DA1sC&printsec=frontcover&hl=es&source=gbs_ge_summary_r&cad=0;;
I-1631-VE-0287;1631 Vesuvius Eruption;Perrey, Nicolas;View of the Bay of Naples with the Vesuvius erupting and St Gennaro;1632;;Engraving;;P-1631-VE-00BC / 1631 Vesuvius Eruption / In opusculum de novissima Vesuvii conflagratione, epistola isagogica (This document is included in);Carafa, Gregorio;;In opusculum de novissima Vesuvii conflagratione, epistola isagogica;Longo, Egidio;Naples;London, British Library 444.b.24.(2.);;https://www.pedicinimages.com/index.php?mpag=ricerca&lang=ita;;
I-1631-VE-0288;1631 Vesuvius Eruption;Unknown;Erupting Mountain with Isaiah Verset;1632;;Woodcut;;"I-1631-VE-025B / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); I-1631-VE-0263 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); I-1631-VE-0269 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); I-1631-VE-0282 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); I-1631-VE-0528 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (Same image as); P-1631-VE-00BD / 1631 Vesuvius Eruption / Sirenis lacrymae effusae in montis Vesevi incendio, et gratiarum actio pro recepto beneficio (This document is included in)";Massari, Giovan Pietro;;Sirenis lacrymae effusae in montis Vesevi incendio, et gratiarum actio pro recepto beneficio;Longo, Egidio;Naples;Zurich, ETH Library Rar 6047:1/2;;https://www.e-rara.ch/zut/content/zoom/3179592;;
I-1631-VE-0289;1631 Vesuvius Eruption;Unknown;Coat of Arms of the King of Spain;1632;;Woodcut;;P-1631-VE-00BE / 1631 Vesuvius Eruption / Relación cierta, y verdadera de el incendio de la Montaña de Soma, y el daño, y ruina que ha echo en este Reyno de Nápoles por D. Luis Faria (This document is included in);Faria, Luis;Unknown;Relación cierta, y verdadera de el incendio de la Montaña de Soma, y el daño, y ruina que ha echo en este Reyno de Nápoles por D. Luis Faria;Roncagliolo, Secondino;Naples;Naples, Biblioteca Nazionale Vittorio Emanuele III S.Q.XXXB72(6);;https://www.bidiso.es/CBDRS/ediciones/BDRS0006868/6334;;
I-1631-VE-028A;1631 Vesuvius Eruption;Unknown;Coat of Arms of the Guzmán family;1632;;Woodcut;;P-1631-VE-00BF / 1631 Vesuvius Eruption / Relación trágica del Vesuvio al Excelentísimo señor Duque de Medina de las Torres, por Don Fadrique Moles cavallero de la orden de San Juan (This document is included in);Moles, Fadrique;de las Torres (President of the Consiglio d'Italia);Relación trágica del Vesuvio al Excelentísimo señor Duque de Medina de las Torres, por Don Fadrique Moles cavallero de la orden de San Juan;Scoriggio, Lazzaro;Naples;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 154 K 21 (0001);;https://books.google.es/books?id=Wlf2EM-bGQQC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0;;
I-1631-VE-028B;1631 Vesuvius Eruption;Perrey, Nicolas;"Coat of Arms of the Theatines Order; View of the Vesuvius before and after the Eruption";1633;;Engraving;;"P-1631-VE-00C0 / 1631 Vesuvius Eruption / Ioannis Baptistae Masculi neapolitani e Societate Iesu De incendio Vesuvii excitato 17. kal. Ianuar. anno trigesimo primo saeculi decimiseptimi. Libri 10. Cum chronologia superiorum incendiorum; & ephemeride ultimi (This document is included in)";Mascolo, Giovan Battista;;"Ioannis Baptistae Masculi neapolitani e Societate Iesu De incendio Vesuvii excitato 17. kal. Ianuar. anno trigesimo primo saeculi decimiseptimi. Libri 10. Cum chronologia superiorum incendiorum; & ephemeride ultimi";Roncagliolo, Secondino;Naples;Zurich, ETH Library Rar 6075;;https://www.e-rara.ch/zut/content/titleinfo/7258412;;
I-1631-VE-028C;1631 Vesuvius Eruption;Unknown;Salvator Mundi;1632;;Woodcut;;"I-1627-GA-0243 / 1627 Gargano Earthquake / Salvator Mundi (Same image as); I-1631-VE-025A / 1631 Vesuvius Eruption / Salvator Mundi (Same image as); I-1638-CA-02BA / 1638 Calabria Earthquake / Salvator Mundi (Same image as); P-1631-VE-00C3 / 1631 Vesuvius Eruption / L'incendio del monte Vesuvio. Rappresentatione spirituale. Composta da un devoto sacerdote e [...] (This document is included in)";[Glielmo, Antonio];;L'incendio del monte Vesuvio. Rappresentatione spirituale. Composta da un devoto sacerdote e [...];Scoriggio, Lazzaro;Naples;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.G. 066;;https://catalogue.bnf.fr/ark:/12148/cb39330717d;;
I-1631-VE-028D;1631 Vesuvius Eruption;Unknown;Immaculate Conception with Marian Symbols;1632;;Woodcut;;P-1631-VE-00C4 / 1631 Vesuvius Eruption / Copiosíssima y verdadera relación del incendio del monte Vesuvio donde se da cuenta de veinte incendios que ha avido sin este último (This document is included in);Ayala, Simón de;;Copiosíssima y verdadera relación del incendio del monte Vesuvio donde se da cuenta de veinte incendios que ha avido sin este último;Beltrano, Ottavio;Naples;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.B. 017 (10);;;;
I-1631-VE-028E;1631 Vesuvius Eruption;Unknown;"Coat of Arms of the Grand Duke of Tuscany; Cupid blindfolded";1638;;Woodcut;;"I-1631-VE-0279 / 1631 Vesuvius Eruption / Cupid blindfolded (Same image as); P-1631-VE-00D0 / 1631 Vesuvius Eruption / Per lo ’ncendio del Vesuvio; Scherzi lirici (This document is included in)";Zito, Vincenzo;"Stellato, Lorenzo; Ferdinand II";"Per lo ’ncendio del Vesuvio; Scherzi lirici";Beltrano, Ottavio;Naples;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.G. 063;;https://books.google.es/books?id=xOgBQOgZ4fIC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0;;
I-1631-VE-028F;1631 Vesuvius Eruption;"Tassi, Agostino (Engraving); Ciamberlano, Luca (Engraving)";Cherubs holding the Barberini Coat of Arms;1632;;Engraving;;"P-1631-VE-00D1 / 1631 Vesuvius Eruption / Canzone nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00D2 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00D3 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00D4 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00D5 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00D6 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00D7 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00D8 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00D9 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00DA / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00DB / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00DC / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00DD / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00DE / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00DF / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E0 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E1 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E2 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E3 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E4 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E5 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E6 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E7 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E8 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00E9 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00EA / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00EB / 1631 Vesuvius Eruption / Sonetto in risposta a Francesco Paoli da Pesaro; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00EC / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00ED / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00EE / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00EF / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F0 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F1 / 1631 Vesuvius Eruption / Sonetto nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F2 / 1631 Vesuvius Eruption / Canzone nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F3 / 1631 Vesuvius Eruption / Epigramma de Vesevo monte; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F4 / 1631 Vesuvius Eruption / Epigramma de Vesevo monte; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F5 / 1631 Vesuvius Eruption / Epigramma de Vesevo monte; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F6 / 1631 Vesuvius Eruption / Epigramma de Vesevo monte; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F7 / 1631 Vesuvius Eruption / Epigramma de Vesevo monte; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F8 / 1631 Vesuvius Eruption / Elegia de Vesevo monte; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00F9 / 1631 Vesuvius Eruption / Epigramma de Vesevo Monte; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in); P-1631-VE-00FA / 1631 Vesuvius Eruption / Epigramma de Vesevo Monte; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi (This document is included in)";Bruni, Antonio;Barberini, Antonio;"Canzone nell'incendio del Vesuvio; Scelta di poesie nell'incendio del Vesuvio del cardinale Urbano Giorgi";Corbelletti, Francesco;Rome;Perugia, Biblioteca Augusta ANT  I.F 256      (3);;;;
