Record;Event;Author;Recipient/dedicatee information;Recipient/dedicatee;Title;Printer;Printer information;Place;Summary;Other places quoted by the printer;Year;Language;Form (prose/verses/mixed);Identifier in USTC;Reference copy-ies;Digitised copy link;Related images and documents;Additional notes;Analaytic tags;Private notes;;;;
P-1631-VE-0073;1631 Vesuvius Eruption;Agostiniano, Capradosso;;Caracciolo, Cola Maria;Il lagrimevole avvenimento dell’incendio del monte Vesuvio per la città di Napoli e luoghi adiacenti, nel qual si narra minutamente tutti i successi fino al presente giorno. Del Capradosso agostiniano;Longo, Egidio;Nella stamparia di Egidio Longo;Naples;;;1631;Italian;Prose;4011193;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B66(13);;I-1631-VE-025F / 1631 Vesuvius Eruption / Our Lady of the Rescue (Madonna del Soccorso) (This document includes);;;Foto Annachiara  l'autore potrebbe essere Geronimo Angelini? Cfr. http://www.cassiciaco.it/navigazione/monachesimo/historia_ordinis/perini/057_angelini.html  vedi anche https://books.google.es/books?id=NuBmAAAAcAAJ&pg=PA37&lpg=PA37&dq=del+Capradosso+Agostiniano&source=bl&ots=ofPMK1WisJ&sig=ACfU3U2MUkSs2ux8BDfRM6aj7_O1r6LUKQ&hl=ca&sa=X&ved=2ahUKEwjRq5jk_YXuAhUKmRQKHTYrAiMQ6AEwA3oECAcQAg#v=onepage&q=del%20Capradosso%20Agostiniano&f=false;;;;
P-1631-VE-0074;1631 Vesuvius Eruption;Agostiniano, Capradosso;;Caracciolo, Cola Maria;Il lagrimevole avvenimento dell’incendio del monte Vesuvio per la città di Napoli e luoghi adiacenti, nel qual si narra minutamente tutti i successi fino al presente giorno. Del Capradosso;Longo, Egidio;Nella stemperia di Egidio Longo;Naples;;;1632;Italian;Prose;4011193;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B66(20);;I-1631-VE-0260 / 1631 Vesuvius Eruption / Vesuvius smoking (This document includes);;;Foto Annachiara;;;;
P-1631-VE-0075;1631 Vesuvius Eruption;Agostiniano, Capradosso;;Caracciolo, Cola Maria;Il lagrimevole avvenimento dell’incendio del monte Vesuvio per la città di Napoli e luoghi adiacenti, nel qual si narra minutamente tutti i successi sino al presente giorno. Del Capradosso;Colonna, Giovan Battista;Per l'her. Di Gio. Battista Colonna;"Milan; Naples";;Naples;1632;Italian;Prose;4011034;Monza, Biblioteca Civica Centrale XVII.062 D 007.11;;;;;Foto Annachiara;;;;
P-1631-VE-0076;1631 Vesuvius Eruption;De Eugenii, Angelo;;;Il maraviglioso e tremendo incendio del monte Vesuvio, detto a Napoli la montagna di Somma nel 1631, ove si raccontano distintamente tutte l’attioni e successi in detto monte, suoi luochi adiacenti e a Napoli, con un discorso metheorologico o filosofico dell’effetti naturali che possono haver cagionato questo incendio, notandosi la causa materiale, efficiente e finale. Del M.R.P frat’Angelo De Eugenii da Perugia, dottor theologo franciscano;Beltrano, Ottavio;Per Ottavio Beltrano;Naples;;;1631;Italian;Prose;4011023;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B64(16);;I-1631-VE-0261 / 1631 Vesuvius Eruption / St Anthony of Padua (This document includes);;;Foto Annachiara;;;;
P-1631-VE-0077;1631 Vesuvius Eruption;Bove, Vincenzo;Giovan Battista Velenzuela Velazquez, primo regente del Consiglio Supremo d'Italia;Velenzuela Velazquez, Giovan Battista;Il Vesuvio acceso. Descritto da Vincenzo Bove per l’illustrissimo signore Gio. Battista Velenzuela Velazquez, primo regente per la Maestà Cath. nel Conseg. Supremo d’Italia;Roncagliolo, Secondino;Per Secondino Roncagliolo;Naples;;;1632;Italian;Prose;4011047;Naples, Biblioteca Nazionale Vittorio Emanuele III V.F. 153 B 4 (0001);https://books.google.it/books?id=0Fgyb5Fy2rsC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;I-1631-VE-0262 / 1631 Vesuvius Eruption / Coat of Arms of Giovan Battista Valenzuela Velázquez (This document includes);;;;;;;
P-1631-VE-0078;1631 Vesuvius Eruption;Apolloni, Giovanni;All'Illustrissimo Signor Conte Mario Carpegna;Carpegna, Mario;Il Vesuvio ardente. Di Giovanni Apolloni all’illustrissimo signor conte Mario Carpegna;Longo, Egidio;Per Egidio Longo;Naples;;;1632;Italian;Prose;4011033;Rome, Biblioteca Nazionale Centrale MISC. Val.911.12;https://books.google.it/books?id=QXaNqvbvGZMC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;I-1631-VE-0263 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (This document includes);;;;;;;
P-1631-VE-0079;1631 Vesuvius Eruption;Castelli, Pietro;All'Em.mo et Rev.mo Signor padron mio colendissimo il Sig. Cardinal Biscia;Biscia, Lelio;Incendio del monte Vesuvio. Di Pietro Castelli romano, lettore nello Studio di Roma già di Filosofia e ora di Medicina, nel quale si tratta di tutti gli luoghi ardenti, delle differenze delli fuoghi, loro segni, cagioni, prognostici e rimedii, con metodo distinto, historico e filosofico. Con la giunta d’alcuni quesiti circa lo stato presente del Vesuvio e le loro esplicationi e annotationi;Mascardi, Giacomo;Appresso Giacomo Mascardi;Rome;;;1632;Italian;Prose;4012314;Rome, Biblioteca Nazionale Centrale 7. 3.I.6;https://books.google.it/books?id=8G16Nef-oQEC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;I-1631-VE-0265 / 1631 Vesuvius Eruption / Coat of Arms of the Cardinal Lelio Biscia (This document includes);"stemma del cardinale Lelio Biscia (che si ripete a p. 74); dello stesso autore (da consultare): Flagello della peste del dottor d. Pietro Castello romano, … 	In Messina : per gli heredi di Pietro Brea, 1656: http://id.sbn.it/bid/PALE000271";;;;;;
P-1631-VE-007A;1631 Vesuvius Eruption;[Finella, Filippo];;De Zúñiga y Acevedo, Manuel;Incendio del Visuvio. Del Lanelfi;Beltrano, Ottavio;Appresso Ottavio Beltrano;Naples;;;1632;Italian;Prose;4011026;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B66 (3);;;;;;;;;
P-1631-VE-007B;1631 Vesuvius Eruption;Mormile, Giuseppe;;Villani, Cesare;L’incendii del monte Vesuvio, e delle straggi e rovine che ha fatto ne’ tempi antichi e moderni insino a 3 di marzo 1632. Di D. Gioseffo Mormile napolitano;Longo, Egidio;Per Egidio Longo;Naples;;;1632;Italian;Prose;4011052;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*A90 (3);;I-1631-VE-0266 / 1631 Vesuvius Eruption / Vesuvius smoking (This document includes);;;aggiungere record con l'esemplare trovato da Perrone: Bibliothèque Mazarine 8° 28644-2 (ha una silografia diversa da questa);;;;
P-1631-VE-007C;1631 Vesuvius Eruption;Bernaudo, Francesco;Al santissimo martire Gianuario;Saint Januar;"L’incendio del monte Vesuvio. Di Francesco Bernaudo al santissimo martire Gianuario. Diviso in due parti: nella prima si discorre degli effetti del detto incendio in cap. XX; nella seconda delle cagioni in cap. XXVIII. Con dimostrarsi il tempo che durerà il detto incendio, i rimedii che vi sarebbono per estinguerlo, i futuri mali che ne predice, e altre cose curiosissime come dal racconto de’ capitoli nella seguente facciata appare";Scoriggio, Lazzaro;Per Lazaro Scoriggio;Naples;;;1632;Italian;Prose;4011028;Rome, Biblioteca Nazionale Centrale MISC. Val.910.5;https://books.google.es/books?id=JXyz4p7xMdYC&printsec=frontcover&hl=ca&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;I-1631-VE-0267 / 1631 Vesuvius Eruption / St Gennaro (This document includes);;;Foto Annachiara;;;;
P-1631-VE-007D;1631 Vesuvius Eruption;Ceraso, Francesco;All’illustrissimo signore don Pietro Giordano Orsino, dignissimo preside del Sac. Reg. Cons.;Orsini, Pietro Giordano;L’opre stupende e maravigliosi eccessi dalla natura prodotti nel monte Vesuvio della città di Napoli, liberata per intercessione della beatissima Vergine e de’ gloriosi santi Gennaro, Tomaso e altri protettori. Con la narratione de tutti i danni occorsi così ne’ paesi convicini del monte come lontani, e delle terre destrutte, e de casi successi così in questa come nell’altre volte che è succeduto l’incendio presente, e del gran frutto cavato per l’anime dal zelo de prencipi ecclesiastici e secolari, del governo e opra de religiosi della città di Napoli. Raccolte dal sig. Francesco Ceraso per il corso di cinquantasei giorni dell’incendio, all’illustrissimo signore don Pietro Giordano Orsino, dignissimo preside del Sac. Reg. Cons. e protonotario del Regno di Napoli meritissimo;Roncagliolo, Secondino;Per Secondino Roncagliolo;Naples;;;1632;Italian;Prose;4011040;Rome, Biblioteca Nazionale Centrale MISC. Val.911.4;https://books.google.it/books?id=1M42m__r2jgC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;;;;;;;;
P-1631-VE-007E;1631 Vesuvius Eruption;Unknown;;Ruccellai, Raffaele;La cinquantesima e bellissima relatione del monte Vesuvio in stile accademico. Stampata alli quindici di marzo MDCXXXII. Al molto illustre signore e padron mio osservandissimo il signor Rafaelle Ruscelai, Giovanni Orlandi D.D.D.;Beltrano, Ottavio;"Appresso Ottavio Beltrano; ad istanza di Giovanni Orlandi alla Pietà";Naples;;;1632;Italian;Prose;4011036;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B64(9);;I-1631-VE-0268 / 1631 Vesuvius Eruption / Erupting Mountain (This document includes);;;Foto Annachiara;;;;
P-1631-VE-007F;1631 Vesuvius Eruption;Fucci, Pompeo;Ill.mo e ecc.mo signore don Luigi Gonzaga, principe d’Imperio e di Castiglione;Gonzaga, Luigi;La crudelissima guerra, danni e minaccie del superbo campione Vesuvio. Descritta dal signor Pompeo Fucci anconitano per l’arrivo dell’ill.mo e ecc.mo signore don Luigi Gonzaga, principe d’Imperio e di Castiglione, marchese di Medole, signore della rocca di Solferino, grande d’Ispagna e libero baron boemo;Longo, Egidio;Per Egidio Longo;Naples;;;1632;Italian;Prose;4011042;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B66 (14);;I-1631-VE-0269 / 1631 Vesuvius Eruption / Erupting Mountain with Isaiah Verset (This document includes);;;;;;;
P-1631-VE-0080;1631 Vesuvius Eruption;Oliva, Nicolò Maria;All’illustriss. signor abbate D. Flavio Ruffo;Ruffo, Flavio;La ristampata lettera con aggiunta di molte cose notabili, del signor Nicolò Maria Oliva scritta all’illustriss. signor abbate D. Flavio Ruffo, nella quale dà vera e minuta relatione delli segni, terremoti, incendii del monte Vessuvio, cominciando dalli 10 del mese di decembre 1631 per insino alli 16 di gennaro 1632;Longo, Egidio;Appresso Egidio Longo;Naples;;;1632;Italian;Prose;4011043;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B66(11);;I-1631-VE-026A / 1631 Vesuvius Eruption / Vesuvius smoking (This document includes);;;foto annachiara  secondo USTC 4011043 l'editore è longo, controllare nel database. Milena (sì è  Longo, AC) Ma l'esemplare su Mega riporta Scoriggio! Ricontrollare! Milena;;;;
P-1631-VE-0081;1631 Vesuvius Eruption;[Milesio, Giacomo];;;La seconda parte delli avisi. Del revederendo padre Pontano hibernese, habitante nella Croce di Palazzo. Di tutto quello ch’è successo in tutta la seconda settimana, e così l’avrete d’ogni sette in sette giorni. Ottavio Beltrano la dedica e dona al medesimo padre;Beltrano, Ottavio;Per Ottavio Beltrano;Naples;;;1632;Italian;Prose;4011039;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B66(21);;I-1631-VE-026B / 1631 Vesuvius Eruption / The Virgin with Child over a Burned City (This document includes);;;;;;;
P-1631-VE-0082;1631 Vesuvius Eruption;Benigni, Domenico;;Peretti Damasceni, Francesco;La strage di Vesuvio. Lettera scritta all’illustrissimo abbate Perretti dal suo secretario;Longo, Egidio;Per Egidio Longo;Naples;;;1632;Italian;Prose;4011559;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*C60(23);;I-1631-VE-026C / 1631 Vesuvius Eruption / Coat of Arms of Alfonso Cappelletti (This document includes);The text is dedicated to Francesco Peretti Damasceni by Domenico Benigni. The edition is dedicatet to the auditore Alfonso Cappelletti by the printer Egidio Longo;;Foto Annachiara. Benigni è anche autore di un sonetto catalogato in questo database.;;;;
P-1631-VE-0083;1631 Vesuvius Eruption;Orlandi, Sebastiano;;Manso, Giovan Battista;La tregua senza fede del Vesuvio. Al molto illustre signor et patron mio osservandissimo, il signor Gio. Battista Manzo, Sebastiano Orlandi dona, dedica e consagra;Savio, Francesco;"Nella stamparia di Francesco Savio; si vendono per Giovanni Orlandi alla Pietà";Naples;;;1632;Italian;Prose;4011054;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B66(17);;;;;Per il dedicatario Voce DBI: https://www.treccani.it/enciclopedia/giovan-battista-manso_%28Dizionario-Biografico%29/;;;;
P-1631-VE-0084;1631 Vesuvius Eruption;Gianetti, Giovanni;;Pallavicino, Paolo Girolamo;La vera relatione del prodigio novamente successo nel monte Vesuvio, con la nota di quante volte è successo ne’ tempi antichi, con una breve dichiarazione di quel che significa;Roncagliolo, Giovan Domenico;Per Gio. Domenico Roncagliolo;Naples;;;[1631];Italian;Prose;4011022;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 07.D. 058;;;;;Foto Annachiara;;;;
P-1631-VE-0085;1631 Vesuvius Eruption;Oliva, Nicolò Maria;All'illustriss. Sig. Abate D. Flavio Ruffo;Ruffo, Flavio;Lettera del signor Nicolò Maria Oliva scritta all’illustriss. signor abbate D. Flavio Ruffo, nella quale dà vera e minuta relatione delli segni, terremoti, incendii del monte Vessuvio, cominciando dalli 10 del mese di decembre 1631 per insino alli 5 di gennaro 1632;Cavalli, Francesco;Appresso Francesco Cavalli;"Rome; Naples";;Naples;1632;Italian;Prose;4014030;London, British Library Digital Store 444.b.56;http://access.bl.uk/item/viewer/ark:/81055/vdc_100026994907.0x000001#?c=0&m=0&s=0&cv=0&xywh=-1353%2C-139%2C4586%2C2772;"I-1631-VE-0260 / 1631 Vesuvius Eruption / Vesuvius smoking (This document includes);I-1631-VE-026D / 1631 Vesuvius Eruption / Vesuvius smoking (This document includes)";;;L'esemplare della BL si riferisce a un'edizione romana! Milena;;;;
P-1631-VE-0086;1631 Vesuvius Eruption;Oliva, Nicolò Maria;All'illustriss. Sig. Abate D. Flavio Ruffo;Ruffo, Flavio;Lettera del signor Nicolò Maria Oliva scritta all’illustriss. signor abbate D. Flavio Ruffo, nella quale dà vera e minuta relatione delli segni, terremoti, incendii del monte Vessuvio, cominciando dalli 10 del mese di decembre 1631 per insino alli 5 di gennaro 1632;Scoriggio, Lazzaro;Appresso Lazaro Scoriggio;Naples;;;1632;Italian;Prose;4012279;Rome, Biblioteca Casanatense VOL MISC.387 4;https://books.google.it/books?id=guFbFTGjLNgC&printsec=frontcover&hl=it&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false;"I-1631-VE-026D / 1631 Vesuvius Eruption / Vesuvius smoking (This document includes);P-1631-VE-006A / 1631 Vesuvius Eruption / Discorso aristotelico intorno al terremoto nuovamente occorso nella fedelissima città di Nap. alli 16 del mese di decembre 1631, nel quale si dimostra la vera causa di questo terremoto con il secreto per provedere acciò ne' tempi avvenire non caggioni altre rovine. Per il R.D. Pietro Asterio, sacerdote della Congregatione de padri pii operarii (This document is attached to)";;;Foto Annachiara_dedicatario fratello di Antonio Ruffo DBI: https://www.treccani.it/enciclopedia/antonio-ruffo_(Dizionario-Biografico)/;;;;
P-1631-VE-0087;1631 Vesuvius Eruption;[Padavino, Marcantonio];;Unknown;Lettera narratoria a pieno la verità de’ successi del monte Vessuvio detto di Somma, seguiti alli 16 di decembre fin alli 22 dell’istesso mese. Scritta da un gentilhuomo dimorante in Napoli ad uno di questa corte;Cavalli, Francesco;Appresso Francesco Cavalli;Rome;;;1632;Italian;Prose;4011030;Naples, Biblioteca della Società Napoletana di Storia Patria SISMICA 06.B. 015 (4);;I-1631-VE-026E / 1631 Vesuvius Eruption / Vesuvius smoking (This document includes);;;Foto Annachiara;;;;
P-1631-VE-0088;1631 Vesuvius Eruption;Caracciolo, Gregorio Ariano;;Centini, Giacinto;Lettera paranetica (seu admonitoria) alla nobilissima Partenope, sola città in un regno e regno solo in una città, nel prodigioso incendio del monte di Somma. Di F. Gregorio Ariano Caracciolo, baccelliero in sacra theologia, padre del reggio convento di s. Lorenzo, accademico detto l’Incostante negl’Infuriati di Napoli, et al presente guardiano del convento di s. Francesco de’ Min. Con. nell’illustrissima città di Ascoli della Marca;Salvioni, Maffio;Per Maffio Salvioni;Ascoli;;;1632;Italian;Prose;4044972;Rome, Biblioteca Apostolica Vaticana Stamp.Barb.Y.X.132;;;;;fotocopie Annachiara;;;;
P-1631-VE-0089;1631 Vesuvius Eruption;Forleo, Giovanni;Dedicato al glorioso martire s. Gennaro, protettore della città di Napoli;Saint Januar;Meteorico discorso sopra i segni, cause, effetti, tempi et luoghi generalmente di tutti i terremoti e incendi di diverse parti della terra, con l’insertione d’alcune historie e applicatione particolarmente a terremoti presenti e cause dell’incendio della montagna di Somma. Composto dal signor Giovanni Forleo lecciese, dottor di legge e accademico negligente. Dedicato al glorioso martire s. Gennaro, protettore della città di Napoli;Roncagliolo, Secondino;"Per Secondino Roncagliolo; si vendino all'insegna del Bove";Naples;;;1632;Italian;Prose;4014038;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*B66(4);;I-1631-VE-026F / 1631 Vesuvius Eruption / St Januarius (This document includes);;;Foto Annachiara. l'indicazione dello stampatore è all'ultima pagina;;;;
P-1631-VE-008A;1631 Vesuvius Eruption;Sica, Geronimo;Maestro Nicolò Coe., padre procuratore generale dell’ordine dei Servi e vicario generale della provincia di Napoli;;Morale discorso fatto tra l’effetti cagionati dalla voragine del Vesuvio e li motivi nelli christiani. Di fra Geronimo Sica de Gifoni, mastro de studio de Mergoglino;Savio, Francesco;"Per Francesco Savio; all'insegna del Bove";Naples;;;1632;Italian;Prose;4011067;Naples, Biblioteca Nazionale Vittorio Emanuele III XXIX*A78(16);;I-1631-VE-0270 / 1631 Vesuvius Eruption / Emblem (This document includes);;;Pdf MEGA (BNN)  Foto Milena (Casanatense VOL MISC.889 4);;;;
